trefoil,0,0,0,0,0,0,[(0.3,0.3+np.pi/3),(0,1*np.pi),(0.25,0.7*np.pi)]
eight,0,0,0,0,0,0,[]
lissajous,3,4,7,0,0,np.pi/3,[(0,2.0*np.pi/7)]
lissajous,2,3,9, 0,0.5*np.pi,0,[]
lissajous,1,3,5,1,0,0,[(0,1.0*np.pi/7),(0,2.0*np.pi/7),(0,3.0*np.pi/7),(0,4.0*np.pi/7),(0,5.0*np.pi/7)]
lissajous,7,9,5,0,3,1,[]
fibonacci,2,3,5,0,0.5,0.5,[]
circle,0,0,0,0,0,0,[(0,2*np.pi/4),(0,2*2*np.pi/4),(0,3*2*np.pi/4),(3*2*np.pi/4, 2*np.pi/4)]
