lissajous,1,1,5, 0,0,np.pi,[]
lissajous,1,2,5, 0,0,np.pi,[]
lissajous,1,2,8, np.pi/2,0,0,[]
lissajous,1,2,10, np.pi/2,0,0,[]
lissajous,1,3,5, 0,0,np.pi,[]
lissajous,1,5,7, np.pi,0,0,[]
lissajous,2,3,5, 0,0,np.pi,[]
lissajous,2,4,4, np.pi/2,0,0,[]
lissajous,2,5,7, np.pi,0,0,[]
lissajous,3,4,7, np.pi/2,0,np.pi/2,[]
lissajous,1,1,1,0.,0.0,0.0,[]
lissajous,2,4,8,0.0,0.0,0.0,[]
lissajous,1,3,4,0.0,0.0,0.0,[]
lissajous,1,7,9,0.0,0.0,0.0,[]
lissajous,1,3,8,0.0,0.0,0.0,[]
